StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q49,Q5,Q8,Q8_3_TEXT,Q11,Q25#1_1,Q25#1_2,Q28#1_1,Q28#1_2,Q31#1_1,Q31#1_2,Q33#1_1,Q33#1_2,Q35#1_1,Q35#1_2,Q37#1_1,Q37#1_2,Q39#1_1,Q39#1_2,Q41#1_1,Q41#1_2,Q43#1_1,Q43#1_2,Q45#1_1,Q45#1_2,Q47#1_1,Q47#1_2,Q49#1_1,Q49#1_2,Q51#1_1,Q51#1_2,Q53#1_1,Q53#1_2,Q55#1_1,Q55#1_2,Q57#1_1,Q57#1_2,Q60#1_1,Q60#1_2,Q62#1_1,Q62#1_2
2020-03-22 06:22:34,2020-03-22 06:26:16,IP Address,87.126.172.52,100,222,True,2020-03-22 06:26:16,R_1LIEln1hhibuwEX,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,9902,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,5 - Extremely interested,,
2020-03-22 06:17:25,2020-03-22 06:26:17,IP Address,188.74.64.78,100,531,True,2020-03-22 06:26:17,R_32JUDG9B7YTnlzz,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN,I accept,,123,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,3 - Moderately interested,2 - Slightly interested,,,4 - Very interested,4 - Very interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,3 - Moderately interested,,
2020-03-22 06:19:47,2020-03-22 06:27:18,IP Address,46.10.73.11,100,451,True,2020-03-22 06:27:19,R_3KN4a8n2BZ3CEC5,,,,,42.15130615234375,24.751800537109375,anonymous,EN,I accept,,0898650495,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,3 - Moderately interested,1 - Not at all interested,,,4 - Very interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 06:26:09,2020-03-22 06:28:52,IP Address,195.147.94.128,100,162,True,2020-03-22 06:28:52,R_2cnemjQf0Ppm1nc,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I accept,,16002411,Male,,Female,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,5 - Extremely interested,,,4 - Very interested,4 - Very interested,,,3 - Moderately interested,2 - Slightly interested,,,5 - Extremely interested,5 - Extremely interested,,,3 - Moderately interested,4 - Very interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,5 - Extremely interested
2020-03-22 06:23:04,2020-03-22 06:29:14,IP Address,149.62.204.186,100,369,True,2020-03-22 06:29:14,R_2w6vaHkS7fmXWMC,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,990401,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 06:30:33,2020-03-22 06:34:38,IP Address,77.76.18.3,100,245,True,2020-03-22 06:34:39,R_W3aezCLCyj4v7Vv,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,1000,Male,,Female,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested
2020-03-22 06:29:25,2020-03-22 06:34:40,IP Address,86.2.86.187,100,314,True,2020-03-22 06:34:40,R_2coUnEZGQXUMDDK,,,,,55.899505615234375,-3.5236968994140625,anonymous,EN,I accept,,1998,Male,,Female,,,4 - Very interested,1 - Not at all interested,,,4 - Very interested,5 - Extremely interested,,,3 - Moderately interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,3 - Moderately interested,,,4 - Very interested,5 - Extremely interested,,,4 - Very interested,2 - Slightly interested,,,4 - Very interested,2 - Slightly interested,,,4 - Very interested,5 - Extremely interested
2020-03-22 06:31:58,2020-03-22 06:37:03,IP Address,78.83.67.218,100,304,True,2020-03-22 06:37:03,R_WoCiN3rrctTrUWd,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,VYB,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,
2020-03-22 06:34:15,2020-03-22 06:38:14,IP Address,81.206.17.99,100,238,True,2020-03-22 06:38:14,R_27KjGrJrEoQlzIc,,,,,51.899505615234375,4.6847991943359375,anonymous,EN,I accept,,666,Female,,Male,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,2 - Slightly interested,,
2020-03-22 06:34:36,2020-03-22 06:38:44,IP Address,151.251.244.59,100,247,True,2020-03-22 06:38:44,R_2V2vDejy8inpmJS,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,0000,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 06:37:37,2020-03-22 06:39:47,IP Address,91.92.42.5,100,129,True,2020-03-22 06:39:47,R_28A7hsmiOgjxynq,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,2603,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,4 - Very interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,5 - Extremely interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,2 - Slightly interested,4 - Very interested,,,1 - Not at all interested,5 - Extremely interested,,
2020-03-22 06:37:20,2020-03-22 06:48:19,IP Address,87.254.178.178,100,659,True,2020-03-22 06:48:20,R_3KwQz9PZ2IITyZn,,,,,43.0858001708984375,25.6555938720703125,anonymous,EN,I accept,,Greentree,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 06:44:57,2020-03-22 06:48:40,IP Address,84.252.38.9,100,222,True,2020-03-22 06:48:40,R_2uwctO5zR1NiS0d,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,35,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,3 - Moderately interested,,
2020-03-22 06:49:31,2020-03-22 06:53:25,IP Address,130.204.43.71,100,234,True,2020-03-22 06:53:25,R_3CUWmwOBgbxYuZk,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,123456789,Female,,Male,2 - Slightly interested,3 - Moderately interested,,,3 - Moderately interested,4 - Very interested,,,3 - Moderately interested,2 - Slightly interested,,,5 - Extremely interested,3 - Moderately interested,,,5 - Extremely interested,5 - Extremely interested,,,3 - Moderately interested,4 - Very interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,2 - Slightly interested,,
2020-03-22 06:57:45,2020-03-22 07:06:40,IP Address,31.205.79.9,100,534,True,2020-03-22 07:06:40,R_votmrGOsjUHvFCx,,,,,55.9510040283203125,-3.19720458984375,anonymous,EN,I accept,,1918298,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,2 - Slightly interested,,
2020-03-22 07:03:24,2020-03-22 07:07:58,IP Address,130.204.118.124,100,274,True,2020-03-22 07:07:59,R_2f3yiLw1UtVCxDX,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,Blueberries,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:04:43,2020-03-22 07:10:36,IP Address,5.53.131.250,100,352,True,2020-03-22 07:10:36,R_2P6gnxl30siuaXG,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,123456789,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,
2020-03-22 07:06:48,2020-03-22 07:14:17,IP Address,89.253.150.134,100,449,True,2020-03-22 07:14:18,R_1QmGYuyjbfqa16E,,,,,42.43389892578125,25.6417999267578125,anonymous,EN,I accept,,2676,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:15:05,2020-03-22 07:18:31,IP Address,212.43.50.58,100,206,True,2020-03-22 07:18:32,R_UR9mh0fr3QgHDuF,,,,,42.1981964111328125,24.3303985595703125,anonymous,EN,I accept,,12345,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,3 - Moderately interested,,,2 - Slightly interested,3 - Moderately interested,,,3 - Moderately interested,5 - Extremely interested,,
2020-03-22 07:17:38,2020-03-22 07:21:01,IP Address,183.83.155.53,100,203,True,2020-03-22 07:21:01,R_1msoccjqYytSLku,,,,,13.08599853515625,80.27508544921875,anonymous,EN,I accept,,Fwat18,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,
2020-03-22 07:25:37,2020-03-22 07:29:08,IP Address,84.40.93.3,100,210,True,2020-03-22 07:29:08,R_3kByKZNUIZL4tZU,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,2002,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:32:17,2020-03-22 07:35:17,IP Address,87.227.190.129,100,179,True,2020-03-22 07:35:17,R_2bJYtAc2IDtORC1,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,2706,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,3 - Moderately interested,,
2020-03-22 07:30:33,2020-03-22 07:35:22,IP Address,86.169.113.167,100,288,True,2020-03-22 07:35:22,R_ZjzK6zI5WHhdsQx,,,,,55.9510040283203125,-3.19720458984375,anonymous,EN,I accept,,13,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,4 - Very interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:30:59,2020-03-22 07:35:28,IP Address,46.10.25.38,100,268,True,2020-03-22 07:35:28,R_1EXJpi7w5RBbF5w,,,,,43.0858001708984375,25.6555938720703125,anonymous,EN,I accept,,100490,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,2 - Slightly interested,,
2020-03-22 07:31:52,2020-03-22 07:36:41,IP Address,94.156.152.170,100,289,True,2020-03-22 07:36:42,R_2A10TkNQsihBRBM,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,63193313,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:32:35,2020-03-22 07:38:31,IP Address,89.215.14.57,100,356,True,2020-03-22 07:38:32,R_BEWTXFeervQOTx7,,,,,42.875701904296875,25.33489990234375,anonymous,EN,I accept,,1234,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,
2020-03-22 07:34:06,2020-03-22 07:38:45,IP Address,82.137.86.191,100,279,True,2020-03-22 07:38:45,R_Dw5Ly2rh6Y918lP,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,Svetoslava83,Female,,Female,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,2 - Slightly interested,,,5 - Extremely interested,3 - Moderately interested,,,3 - Moderately interested,5 - Extremely interested
2020-03-22 07:37:04,2020-03-22 07:39:58,IP Address,149.62.204.244,100,174,True,2020-03-22 07:39:59,R_1MLqku9rowP4dhz,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,111222333,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:35:55,2020-03-22 07:40:43,IP Address,212.5.158.140,100,288,True,2020-03-22 07:40:44,R_1kOoN6d8wvonAuw,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,1111,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,4 - Very interested,3 - Moderately interested,,,2 - Slightly interested,3 - Moderately interested,,
2020-03-22 07:39:18,2020-03-22 07:44:43,IP Address,87.120.230.215,100,325,True,2020-03-22 07:44:44,R_VWEhoEodUX3sMCd,,,,,43.0258026123046875,25.1136016845703125,anonymous,EN,I accept,,1301,Female,,Both,2 - Slightly interested,1 - Not at all interested,,,,,3 - Moderately interested,3 - Moderately interested,1 - Not at all interested,1 - Not at all interested,,,,,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,2 - Slightly interested,,,,,2 - Slightly interested,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,,,,,2 - Slightly interested,2 - Slightly interested,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:40:19,2020-03-22 07:45:40,IP Address,78.83.37.149,100,320,True,2020-03-22 07:45:40,R_2uX5p7CJLh1qgiP,,,,,42.496307373046875,27.464599609375,anonymous,EN,I accept,,66709904,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,4 - Very interested,4 - Very interested,,,4 - Very interested,4 - Very interested,,
2020-03-22 07:45:09,2020-03-22 07:49:37,IP Address,81.223.38.174,100,268,True,2020-03-22 07:49:38,R_xeYUbv3toRw5VbH,,,,,48.15350341796875,16.385498046875,anonymous,EN,I accept,,0209,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,
2020-03-22 07:44:12,2020-03-22 07:54:20,IP Address,84.253.216.85,100,607,True,2020-03-22 07:54:20,R_27NX35r73af3jPJ,,,,,61.3665924072265625,22.0063934326171875,anonymous,EN,I accept,,1987,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:44:44,2020-03-22 07:55:31,IP Address,212.21.140.168,100,646,True,2020-03-22 07:55:31,R_bJHZQMYpHi0aLFn,,,,,41.9459075927734375,25.5742034912109375,anonymous,EN,I accept,,1111,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 07:44:12,2020-03-22 07:57:05,IP Address,94.236.129.134,100,772,True,2020-03-22 07:57:06,R_W8LpV3fq1WRWCqd,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,9407,Male,,Female,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,4 - Very interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,4 - Very interested,5 - Extremely interested
2020-03-22 07:54:00,2020-03-22 08:04:35,IP Address,130.185.245.121,100,634,True,2020-03-22 08:04:35,R_1MWEJgvMwQOvKdc,,,,,42.4821014404296875,26.501007080078125,anonymous,EN,I accept,,EK2020,Female,,Both,2 - Slightly interested,1 - Not at all interested,,,,,2 - Slightly interested,4 - Very interested,1 - Not at all interested,1 - Not at all interested,,,,,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,2 - Slightly interested,,,,,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,2 - Slightly interested,,,,,2 - Slightly interested,3 - Moderately interested,3 - Moderately interested,4 - Very interested,,
2020-03-22 07:49:52,2020-03-22 08:06:43,IP Address,46.249.88.64,100,1010,True,2020-03-22 08:06:43,R_1opDAAXHStmjSSr,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,006614,Male,,Male,3 - Moderately interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,5 - Extremely interested,4 - Very interested,,,5 - Extremely interested,4 - Very interested,,,4 - Very interested,4 - Very interested,,
2020-03-22 08:05:36,2020-03-22 08:09:20,IP Address,151.251.254.218,100,224,True,2020-03-22 08:09:21,R_1rCANR1w9HVo94N,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,171215537,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 08:05:39,2020-03-22 08:09:25,IP Address,212.5.158.18,100,225,True,2020-03-22 08:09:25,R_2X6sDAg9srVaYYc,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,0405,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,3 - Moderately interested,,
2020-03-22 07:51:13,2020-03-22 08:11:30,IP Address,94.155.121.65,100,1217,True,2020-03-22 08:11:31,R_1OptwfwHexKMCU9,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,130789,Male,,Female,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,4 - Very interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,4 - Very interested,4 - Very interested
2020-03-22 08:07:18,2020-03-22 08:11:44,IP Address,149.62.202.255,100,265,True,2020-03-22 08:11:45,R_3PsNTeC38jQe61X,,,,,43.2183990478515625,27.9123992919921875,anonymous,EN,I accept,,1355555,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-22 08:11:24,2020-03-22 08:14:04,IP Address,78.83.141.118,100,159,True,2020-03-22 08:14:06,R_20YyAo9h4DBmtL8,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,140899,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,
2020-03-22 08:07:39,2020-03-22 08:15:26,IP Address,95.87.196.179,100,467,True,2020-03-22 08:15:26,R_1rD2Kalnz0kbaD1,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,6695,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,4 - Very interested,,
